8.101822992520699529e+01,7.048005331858370193e-01
8.099903036468887763e+01,7.104081903929946318e-01
8.097973249400907036e+01,7.156675730943378166e-01
8.096034251770367973e+01,7.205765164593285199e-01
8.094086673461723080e+01,7.251331354931656037e-01
8.092131152244678560e+01,7.293358238106487645e-01
8.090168332258102168e+01,7.331832515976287601e-01
8.088198862529279154e+01,7.366743628043872505e-01
8.086223395533743030e+01,7.398083716178359692e-01
8.084242585800311076e+01,7.425847582628808397e-01
8.082257088565393133e+01,7.450032641844329673e-01
8.080267558479955881e+01,7.470638866633202424e-01
8.078274648372047295e+01,7.487668729197131112e-01
8.076279008067118070e+01,7.501127137579688409e-01
8.074281283267860942e+01,7.511021368063053316e-01
8.072282114494809946e+01,7.517360994038277955e-01
8.070282136088397351e+01,7.520157811861895025e-01
8.068281975272711293e+01,7.519425764195299955e-01
8.066282251280885873e+01,7.515180861303448756e-01
8.064283574541458677e+01,7.507441100769945974e-01
8.062286545924936831e+01,7.496226386056592528e-01
8.060291756049331013e+01,7.481558444315381529e-01
8.058299784643199359e+01,7.463460743831604738e-01
8.056311199964537195e+01,7.441958411450119160e-01
8.054326558273619696e+01,7.417078150308621387e-01
8.052346403357736904e+01,7.388848158175018721e-01
8.050371266105639734e+01,7.357298046657364532e-01
8.048401664129423239e+01,7.322458761528960469e-01
8.046438101431454015e+01,7.284362504384699344e-01
8.044481068113951494e+01,7.243042655819071918e-01
8.042531040128727682e+01,7.198533700292057969e-01
8.040588479064682303e+01,7.150871152827290578e-01
8.038653831970557917e+01,7.100091487664141887e-01
8.036727531210530628e+01,7.046232068963562689e-01
8.034809994350257512e+01,6.989331083652537968e-01
8.032901624071038782e+01,6.929427476469922631e-01
8.031002808109778357e+01,6.866560887263477575e-01
8.029113919222582751e+01,6.800771590572122216e-01
8.027235315169792784e+01,6.732100437513302005e-01
8.025367338720427313e+01,6.660588799984847874e-01
8.023510317674029579e+01,6.586278517182554415e-01
8.021664564898020444e+01,6.509211844413499426e-01
8.019830378378760827e+01,6.429431404190874000e-01
8.018008041284545584e+01,6.346980139591154035e-01
