9.276456712114195113e+01,-1.489223859405058858e+00
9.278203267566661339e+01,-1.479476777673612409e+00
9.279921470505571790e+01,-1.469238147848477949e+00
9.281610201029276652e+01,-1.458520355120574985e+00
9.283268398090110907e+01,-1.447335950777266067e+00
9.284895058787057565e+01,-1.435697624297307629e+00
9.286489237545353603e+01,-1.423618176713305594e+00
9.288050045360894558e+01,-1.411110492097509050e+00
9.289576648455955876e+01,-1.398187518280003205e+00
9.291068267215200649e+01,-1.384862245239227185e+00
9.292524175286099819e+01,-1.371147670216902092e+00
9.293943698005975307e+01,-1.357056811818031061e+00
9.295326211635699565e+01,-1.342602650884058946e+00
9.296671141748348077e+01,-1.327798128977089043e+00
9.297977961890991594e+01,-1.312656131385474101e+00
9.299246192212034146e+01,-1.297189471370995495e+00
9.300475398064402555e+01,-1.281410875563440355e+00
9.301665188592255618e+01,-1.265332970441115590e+00
9.302815215307590790e+01,-1.248968269848121482e+00
9.303925170662159871e+01,-1.232329163504285230e+00
9.304994786619678848e+01,-1.215427906465761598e+00
9.306023833232607956e+01,-1.198276609495235512e+00
9.307012117227475301e+01,-1.180887230301312485e+00
9.307959480602256974e+01,-1.163271565607158387e+00
9.308865799238918726e+01,-1.145441244008804205e+00
9.309730981533967054e+01,-1.127407719584349044e+00
9.310554967049439767e+01,-1.109182266215754220e+00
9.311337725186530179e+01,-1.090775972585701137e+00
9.312079253883736385e+01,-1.072199737813044562e+00
9.312779578341175579e+01,-1.053464267691040179e+00
9.313438749772434733e+01,-1.034580071493732323e+00
9.314056844185191153e+01,-1.015557459316917877e+00
9.314633961191512412e+01,-9.964065399210706442e-01
9.315170222848666981e+01,-9.771372190448849304e-01
9.315665772531053790e+01,-9.577591981592020742e-01
9.316120773833691260e+01,-9.382819736322399740e-01
9.316535409507606857e+01,-9.187148362782034949e-01
9.316909880427290602e+01,-8.990668712626344039e-01
9.317244404590317686e+01,-8.793469583387701904e-01
9.317539216149067727e+01,-8.595637723906842664e-01
9.317794564491120468e+01,-8.397257841287671942e-01
9.318010713414689405e+01,-8.198412605203683201e-01
9.318187940042361106e+01,-7.999182677793104101e-01
9.318326534095622549e+01,-7.799646720434620928e-01
9.318426797083607482e+01,-7.599881411242427331e-01
9.318489041522063587e+01,-7.399961464395083954e-01
9.318513590182023165e+01,-7.199959651126963678e-01
9.318500775367616029e+01,-6.999946822223370724e-01
9.318450938222423474e+01,-6.799991931867602757e-01
9.318364428063789262e+01,-6.600162062697371157e-01
9.318241601744394131e+01,-6.400522451936803137e-01
9.318082823040479923e+01,-6.201136518478144177e-01
9.317888462066011357e+01,-6.002065890795038605e-01
9.317658894712116080e+01,-5.803370435576038489e-01
9.317394502111079646e+01,-5.605108286975555298e-01
9.317095670124210471e+01,-5.407335876385149787e-01
9.316762788852877009e+01,-5.210107962633867551e-01
9.316396252171985282e+01,-5.013477662534913115e-01
9.315996457285221766e+01,-4.817496481698466115e-01
9.315563804301373807e+01,-4.622214345538698255e-01
9.315098695830974407e+01,-4.427679630407669320e-01
9.314601536602671672e+01,-4.233939194792544214e-01
9.314072733098575441e+01,-4.041038410518315027e-01
9.313512693207957227e+01,-3.849021193903598426e-01
9.312921825898642680e+01,-3.657930036819004860e-01
9.312300540905415858e+01,-3.467806037603339830e-01
9.311649248434871140e+01,-3.278688931796430728e-01
9.310968358912130327e+01,-3.090617114738147264e-01
9.310258282663922103e+01,-2.903627686840351552e-01
9.309519429693078507e+01,-2.717756477186705211e-01
9.308752209445596293e+01,-2.533038072452119538e-01
9.307957030588542580e+01,-2.349505846212472937e-01
9.307134300800831284e+01,-2.167191987889968974e-01
9.306284426576428359e+01,-1.986127531312630867e-01
9.305407813039391840e+01,-1.806342382869710883e-01
9.304504863770289091e+01,-1.627865349247424875e-01
9.303575980643495313e+01,-1.450724164729999266e-01
9.302621563674890126e+01,-1.274945518053543503e-01
9.301642010879507438e+01,-1.100555078803013009e-01
9.300637718138703747e+01,-9.275775233425150035e-02
9.299609079076384432e+01,-7.560365602715095334e-02
9.298556484943927103e+01,-5.859549554011068279e-02
9.297480324513340122e+01,-4.173545562453285368e-02
9.296380983978325219e+01,-2.502563160237462545e-02
9.295258846862849111e+01,-8.468031717332956052e-03
9.294114293936843296e+01,7.935420563238563749e-03
9.292947703101567924e+01,2.418288345479050264e-02
9.291759449776769486e+01,4.027261812812910763e-02
9.290549905583208101e+01,5.620292031226751389e-02
9.289319439565045400e+01,7.197218358363814683e-02
9.288068417686596945e+01,8.757887552369111872e-02
9.286797202784143224e+01,1.030215357107683027e-01
9.285506154522676070e+01,1.182987737599676265e-01
9.284195629357398616e+01,1.334092674105796239e-01
9.282865980499677505e+01,1.483517606606106765e-01
9.281517557887218572e+01,1.631250619479115982e-01
9.280150708158231510e+01,1.777280423773453522e-01
9.278765774629351881e+01,1.921596339933797082e-01
9.277363097277130066e+01,2.064188280975084167e-01
9.275943012722852643e+01,2.205046736098700833e-01
9.274505854220500112e+01,2.344162754743850385e-01
9.273051951647690316e+01,2.481527931066939696e-01
9.271581631499363141e+01,2.617134388842201620e-01
9.270095216884094214e+01,2.750974766776678182e-01
9.268593027522842931e+01,2.883042204231119898e-01
9.267075379749955744e+01,3.013330327340835724e-01
9.265542586516336598e+01,3.141833235527168866e-01
9.263994957394560004e+01,3.268545488394008491e-01
9.262432798585854243e+01,3.393462092999650626e-01
9.260856412928788473e+01,3.516578491497814318e-01
9.259266099909541481e+01,3.637890549139414786e-01
9.257662155673642701e+01,3.757394542627036649e-01
9.256044873039063248e+01,3.875087148815344884e-01
9.254414541510547565e+01,3.990965433748617230e-01
9.252771447295083362e+01,4.105026842028583478e-01
9.251115873318400418e+01,4.217269186504233880e-01
9.249448099242437138e+01,4.327690638276424084e-01
9.247768401483637035e+01,4.436289717009486711e-01
9.246077053232022536e+01,4.543065281542377765e-01
9.244374324470972226e+01,4.648016520792038198e-01
9.242660481997575062e+01,4.751142944941284529e-01
9.240935789443553006e+01,4.852444376904199164e-01
9.239200507296645526e+01,4.951920944061898866e-01
9.237454892922379202e+01,5.049573070261069718e-01
9.235699200586208235e+01,5.145401468068698803e-01
9.233933681475906496e+01,5.239407131275871654e-01
